Date,Close/Last,Volume,Open,High,Low
06/05/2019,7220.90,--,7230.81,7235.23,7146.43
06/04/2019,7166.75,--,7056.18,7169.79,7023.09
06/03/2019,6978.02,--,7110.34,7126.43,6936.68
05/31/2019,7127.96,--,7148.71,7183.23,7125.97
05/30/2019,7245.40,--,7234.83,7262.77,7204.42
05/29/2019,7216.86,--,7222.55,7254.20,7176.67
05/28/2019,7278.38,--,7321.27,7362.29,7274.70
05/24/2019,7300.96,--,7353.97,7371.30,7294.10
05/23/2019,7307.93,--,7331.67,7337.47,7261.46
05/22/2019,7420.66,--,7413.84,7458.11,7410.71
05/21/2019,7451.02,--,7442.31,7472.71,7417.07
05/20/2019,7376.70,--,7391.73,7424.59,7351.92
05/17/2019,7503.68,--,7513.15,7605.67,7496.92
05/16/2019,7580.14,--,7509.90,7627.03,7502.76
05/15/2019,7503.25,--,7354.82,7524.22,7353.90
05/14/2019,7401.88,--,7366.64,7449.03,7337.94
05/13/2019,7324.13,--,7385.55,7433.92,7303.64
05/10/2019,7586.53,--,7556.04,7623.01,7426.75
05/09/2019,7582.75,--,7525.81,7605.03,7472.71
05/08/2019,7617.55,--,7623.32,7678.82,7593.75
05/07/2019,7640.15,--,7713.49,7743.06,7572.61
05/06/2019,7794.09,--,7662.92,7804.54,7662.92
05/03/2019,7845.73,--,7784.29,7847.52,7772.44
05/02/2019,7724.06,--,7751.64,7791.51,7672.54
05/01/2019,7751.85,--,7828.14,7851.03,7749.74
04/30/2019,7781.46,--,7769.30,7792.32,7726.07
04/29/2019,7839.04,--,7825.64,7851.85,7812.97
04/26/2019,7826.68,--,7791.15,7826.89,7742.60
04/25/2019,7816.92,--,7850.71,7851.97,7778.23
04/24/2019,7784.41,--,7813.02,7827.05,7783.59
04/23/2019,7810.71,--,7724.17,7819.34,7719.09
04/22/2019,7713.49,--,7658.37,7715.33,7653.89
04/18/2019,7689.72,--,7688.93,7694.18,7647.40
04/17/2019,7680.72,--,7705.32,7715.07,7659.85
04/16/2019,7654.73,--,7651.19,7670.40,7631.64
04/15/2019,7629.12,--,7630.60,7636.80,7578.54
04/12/2019,7628.15,--,7624.15,7630.52,7596.56
04/11/2019,7594.89,--,7621.40,7621.40,7580.71
04/10/2019,7611.49,--,7581.39,7613.41,7573.28
04/09/2019,7568.49,--,7571.88,7596.75,7555.62
04/08/2019,7599.74,--,7565.06,7602.08,7536.42
04/05/2019,7578.84,--,7564.27,7581.90,7554.91
04/04/2019,7540.57,--,7542.16,7571.13,7496.30
04/03/2019,7544.97,--,7538.17,7589.69,7520.40
04/02/2019,7499.64,--,7473.51,7507.05,7461.51
04/01/2019,7478.42,--,7450.81,7481.84,7422.44
03/29/2019,7378.77,--,7377.77,7381.69,7333.17
03/28/2019,7320.47,--,7325.06,7346.04,7277.69
03/27/2019,7308.19,--,7364.47,7376.99,7252.06
03/26/2019,7351.15,--,7378.23,7417.26,7314.38
03/25/2019,7316.96,--,7299.93,7342.51,7265.28
03/22/2019,7326.06,--,7458.44,7482.35,7323.52
03/21/2019,7493.27,--,7356.94,7505.41,7356.94
03/20/2019,7380.75,--,7348.99,7422.75,7318.42
03/19/2019,7349.28,--,7357.58,7390.29,7321.93
03/18/2019,7326.28,--,7311.63,7348.69,7293.85
03/15/2019,7306.99,--,7274.14,7331.29,7265.63
03/14/2019,7243.01,--,7257.31,7267.94,7240.96
03/13/2019,7256.98,--,7231.05,7292.86,7229.88
03/12/2019,7201.28,--,7176.23,7219.41,7166.95
03/11/2019,7164.02,--,7050.05,7166.92,7049.56
03/08/2019,7015.69,--,6940.90,7018.92,6940.72
03/07/2019,7026.88,--,7089.63,7097.91,7001.81
03/06/2019,7112.47,--,7156.24,7162.24,7104.55
03/05/2019,7156.79,--,7156.66,7178.30,7120.69
03/04/2019,7150.83,--,7193.88,7205.94,7073.40
03/01/2019,7151.57,--,7152.08,7159.96,7101.07
02/28/2019,7097.53,--,7093.20,7125.92,7081.92
02/27/2019,7117.00,--,7095.75,7125.78,7045.41
02/26/2019,7123.22,--,7098.97,7144.65,7087.14
02/25/2019,7115.43,--,7144.34,7161.73,7111.78
02/22/2019,7090.63,--,7055.20,7094.29,7050.01
02/21/2019,7035.16,--,7047.08,7063.07,7001.80
02/20/2019,7062.34,--,7070.24,7096.15,7027.37
02/19/2019,7066.61,--,7033.37,7089.10,7032.78
02/15/2019,7055.18,--,7066.38,7073.99,7022.30
02/14/2019,7022.42,--,6986.51,7047.88,6969.69
02/13/2019,7015.88,--,7038.32,7062.58,7009.73
02/12/2019,7014.67,--,6960.55,7021.76,6948.33
02/11/2019,6909.18,--,6941.26,6958.33,6893.80
02/08/2019,6913.13,--,6843.33,6914.56,6836.70
02/07/2019,6904.98,--,6934.33,6954.77,6854.35
02/06/2019,6997.62,--,7023.89,7034.94,6969.83
02/05/2019,7023.52,--,6969.37,7029.77,6967.94
02/04/2019,6959.96,--,6876.56,6960.97,6872.60
02/01/2019,6875.52,--,6872.73,6921.95,6857.31
01/31/2019,6906.84,--,6840.93,6936.34,6837.92
01/30/2019,6807.91,--,6708.56,6826.92,6688.33
01/29/2019,6632.79,--,6695.71,6701.47,6613.42
01/28/2019,6697.09,--,6691.84,6697.53,6644.31
01/25/2019,6787.37,--,6755.67,6800.97,6733.32
01/24/2019,6702.55,--,6680.34,6710.73,6656.52
01/23/2019,6658.76,--,6689.08,6712.86,6584.50
01/22/2019,6646.81,--,6736.65,6738.57,6603.56
01/18/2019,6784.61,--,6771.52,6816.23,6727.94
01/17/2019,6718.45,--,6646.19,6747.28,6637.10
01/16/2019,6668.56,--,6677.38,6720.41,6665.05
01/15/2019,6669.64,--,6571.15,6674.53,6567.32
01/14/2019,6541.04,--,6536.37,6566.87,6512.64
01/11/2019,6601.40,--,6579.89,6604.56,6562.04
01/10/2019,6620.94,--,6551.05,6625.11,6517.54
01/09/2019,6600.69,--,6576.54,6631.06,6549.44
01/08/2019,6551.85,--,6555.91,6574.73,6457.00
01/07/2019,6488.25,--,6434.55,6521.44,6412.98
01/04/2019,6422.67,--,6250.05,6445.20,6234.59
01/03/2019,6147.13,--,6274.76,6292.68,6139.40
01/02/2019,6360.87,--,6198.68,6394.74,6198.68
12/31/2018,6329.96,--,6354.84,6365.39,6273.94
12/28/2018,6285.27,--,6326.62,6388.36,6233.69
12/27/2018,6288.30,--,6168.60,6291.99,6043.45
12/26/2018,6262.77,--,5969.08,6263.82,5921.86
12/24/2018,5899.35,--,5994.08,6075.17,5895.12
12/21/2018,6046.56,--,6293.05,6308.31,6013.98
12/20/2018,6243.19,--,6312.72,6380.97,6161.85
12/19/2018,6342.97,--,6480.31,6575.39,6284.72
12/18/2018,6491.52,--,6503.12,6551.04,6434.60
12/17/2018,6448.39,--,6571.00,6621.63,6399.55
12/14/2018,6594.96,--,6679.91,6710.41,6585.31
12/13/2018,6767.97,--,6805.70,6833.78,6724.04
12/12/2018,6763.96,--,6800.55,6867.66,6761.78
12/11/2018,6704.24,--,6782.41,6788.47,6650.83
12/10/2018,6682.74,--,6603.36,6710.39,6534.33
12/07/2018,6613.27,--,6806.63,6849.38,6594.54
12/06/2018,6838.85,--,6652.13,6840.50,6630.82
12/04/2018,6795.21,--,7026.81,7045.68,6785.85
12/03/2018,7062.13,--,7106.84,7107.00,7013.20
11/30/2018,6949.01,--,6902.24,6951.13,6872.29
11/29/2018,6892.40,--,6890.84,6938.02,6839.45
11/28/2018,6913.33,--,6756.13,6914.79,6713.29
11/27/2018,6701.04,--,6639.39,6715.41,6609.08
11/26/2018,6678.34,--,6616.79,6679.91,6590.89
11/23/2018,6527.35,--,6525.02,6591.56,6524.55
11/21/2018,6575.66,--,6608.12,6639.37,6566.31
11/20/2018,6526.96,--,6475.68,6614.01,6442.36
11/19/2018,6642.92,--,6832.25,6841.44,6623.37
11/16/2018,6867.02,--,6823.03,6898.13,6797.43
11/15/2018,6890.45,--,6750.63,6908.83,6702.42
11/14/2018,6769.87,--,6896.20,6916.09,6736.18
11/13/2018,6830.91,--,6858.59,6951.44,6811.68
11/12/2018,6829.10,--,6990.37,6998.80,6819.38
11/09/2018,7039.15,--,7095.45,7104.39,6982.89
11/08/2018,7158.59,--,7176.19,7192.32,7125.14
11/07/2018,7203.13,--,7068.50,7205.96,7057.71
11/06/2018,6988.85,--,6939.13,7024.78,6928.00
11/05/2018,6937.09,--,6946.15,6952.93,6859.80
11/02/2018,6965.29,--,7042.30,7085.27,6909.07
11/01/2018,7069.17,--,6980.79,7071.84,6932.21
10/31/2018,6967.10,--,6933.11,7030.51,6924.09
10/30/2018,6810.12,--,6673.84,6816.27,6652.53
10/29/2018,6713.90,--,6954.69,6973.19,6574.75
10/26/2018,6852.40,--,6804.69,6976.94,6743.78
10/25/2018,7016.39,--,6891.27,7063.92,6866.75
10/24/2018,6789.15,--,7101.85,7117.34,6777.47
10/23/2018,7118.67,--,7002.69,7149.13,6933.56
10/22/2018,7141.21,--,7146.03,7193.72,7088.90
10/19/2018,7107.23,--,7169.45,7227.96,7080.74
10/18/2018,7116.09,--,7250.92,7251.54,7081.89
10/17/2018,7278.63,--,7310.00,7311.85,7205.76
10/16/2018,7276.43,--,7141.67,7291.26,7133.29
10/15/2018,7068.67,--,7129.31,7144.16,7047.47
10/12/2018,7157.21,--,7150.21,7179.04,7019.89
10/11/2018,6964.03,--,7013.48,7120.10,6892.89
10/10/2018,7044.50,--,7319.81,7329.24,7042.06
10/09/2018,7371.62,--,7352.44,7430.36,7339.86
10/08/2018,7352.82,--,7356.54,7415.54,7267.02
10/05/2018,7399.01,--,7482.04,7510.45,7327.44
10/04/2018,7490.00,--,7603.01,7608.24,7436.26
10/03/2018,7637.43,--,7663.09,7676.90,7625.60
10/02/2018,7628.28,--,7632.37,7685.36,7610.25
10/01/2018,7645.45,--,7673.00,7700.56,7627.47
09/28/2018,7627.65,--,7612.65,7649.30,7598.69
09/27/2018,7629.57,--,7600.35,7657.80,7596.96
09/26/2018,7563.09,--,7563.96,7637.62,7553.26
09/25/2018,7563.19,--,7552.02,7568.17,7525.19
09/24/2018,7548.75,--,7477.45,7554.95,7447.23
09/21/2018,7531.07,--,7587.39,7603.86,7522.12
09/20/2018,7569.03,--,7534.02,7582.43,7523.87
09/19/2018,7490.32,--,7498.24,7513.34,7441.56
09/18/2018,7494.40,--,7440.86,7531.20,7436.53
09/17/2018,7434.73,--,7522.59,7533.92,7427.79
09/14/2018,7545.50,--,7575.38,7581.30,7515.04
09/13/2018,7561.69,--,7535.23,7578.76,7531.66
09/12/2018,7488.06,--,7493.38,7501.24,7422.91
09/11/2018,7507.87,--,7415.09,7519.45,7401.72
09/10/2018,7447.68,--,7466.76,7473.75,7410.74
09/07/2018,7430.26,--,7402.19,7489.40,7400.99
09/06/2018,7453.17,--,7527.22,7532.30,7405.32
09/05/2018,7523.26,--,7600.95,7607.18,7498.38
09/04/2018,7622.32,--,7629.34,7643.45,7581.35
08/31/2018,7654.55,--,7634.44,7676.46,7628.54
08/30/2018,7642.67,--,7645.11,7691.10,7619.73
08/29/2018,7660.18,--,7585.13,7661.95,7583.52
08/28/2018,7570.25,--,7580.85,7588.72,7556.71
08/27/2018,7559.13,--,7527.37,7560.76,7512.02
08/24/2018,7485.40,--,7443.71,7489.54,7442.99
08/23/2018,7413.84,--,7420.31,7465.87,7405.40
08/22/2018,7424.60,--,7379.84,7434.48,7374.69
08/21/2018,7397.23,--,7393.46,7441.42,7388.37
08/20/2018,7371.42,--,7393.58,7395.75,7343.47
08/17/2018,7377.54,--,7352.63,7394.94,7312.65
08/16/2018,7374.29,--,7409.61,7422.83,7361.88
08/15/2018,7354.66,--,7385.67,7409.48,7308.52
08/14/2018,7447.17,--,7430.45,7455.42,7390.00
08/13/2018,7401.17,--,7420.18,7468.82,7398.53
08/10/2018,7408.30,--,7409.05,7436.69,7382.83
08/09/2018,7466.96,--,7467.51,7498.37,7458.57
08/08/2018,7469.54,--,7454.42,7486.21,7435.77
08/07/2018,7462.65,--,7459.32,7478.96,7443.88
08/06/2018,7438.99,--,7390.82,7439.55,7381.58
08/03/2018,7395.49,--,7389.36,7395.49,7356.33
08/02/2018,7372.15,--,7221.35,7380.56,7221.35
08/01/2018,7272.89,--,7269.20,7294.80,7234.64
07/31/2018,7231.98,--,7219.67,7272.96,7179.41
07/30/2018,7193.10,--,7292.72,7299.07,7158.78
07/27/2018,7296.78,--,7443.24,7443.24,7255.32
07/26/2018,7400.75,--,7404.56,7430.12,7385.72
07/25/2018,7508.59,--,7406.10,7511.39,7405.63
07/24/2018,7406.25,--,7455.51,7475.99,7375.74
07/23/2018,7371.78,--,7335.42,7376.82,7301.34
07/20/2018,7350.23,--,7379.13,7398.59,7343.37
07/19/2018,7352.36,--,7364.66,7388.99,7344.33
07/18/2018,7390.13,--,7407.25,7411.25,7368.36
07/17/2018,7403.89,--,7291.48,7418.43,7288.30
07/16/2018,7357.90,--,7381.03,7390.64,7346.34
07/13/2018,7375.82,--,7372.28,7387.74,7348.96
07/12/2018,7366.25,--,7276.38,7368.71,7274.16
07/11/2018,7243.98,--,7221.66,7271.12,7220.23
07/10/2018,7282.60,--,7287.05,7297.79,7257.49
07/09/2018,7276.00,--,7251.18,7277.58,7221.32
07/06/2018,7207.33,--,7114.17,7217.00,7106.10
07/05/2018,7101.05,--,7064.00,7105.54,7025.24
07/03/2018,7014.55,--,7121.71,7122.45,7009.51
07/02/2018,7097.82,--,6979.54,7099.27,6969.16
06/29/2018,7040.80,--,7071.49,7101.83,7031.40
06/28/2018,7031.60,--,6963.37,7055.25,6950.23
06/27/2018,6969.67,--,7096.60,7128.77,6968.30
06/26/2018,7068.20,--,7061.23,7108.45,7040.06
06/25/2018,7038.17,--,7131.05,7144.28,6976.96
06/22/2018,7197.51,--,7239.72,7239.75,7177.46
06/21/2018,7217.49,--,7304.05,7308.26,7203.93
06/20/2018,7280.70,--,7264.85,7309.99,7256.87
06/19/2018,7228.04,--,7158.80,7229.99,7138.02
06/18/2018,7251.41,--,7201.18,7256.43,7186.16
06/15/2018,7255.76,--,7245.16,7268.84,7220.97
06/14/2018,7279.59,--,7233.70,7291.31,7233.70
06/13/2018,7205.26,--,7219.58,7261.17,7193.02
06/12/2018,7209.18,--,7181.67,7214.49,7173.76
06/11/2018,7168.48,--,7149.65,7187.45,7146.09
06/08/2018,7152.62,--,7121.76,7161.92,7100.73
06/07/2018,7152.83,--,7212.43,7212.43,7115.86
06/06/2018,7210.08,--,7180.24,7212.45,7140.92
06/05/2018,7166.75,--,7162.41,7179.82,7137.13
06/04/2018,7143.57,--,7099.50,7146.76,7099.09
06/01/2018,7083.93,--,7010.08,7084.84,7008.02
05/31/2018,6967.73,--,6969.93,7016.42,6955.99
05/30/2018,6976.37,--,6955.59,6987.63,6938.02
05/29/2018,6926.54,--,6928.50,6964.65,6887.12
05/25/2018,6960.92,--,6951.47,6982.52,6941.85
05/24/2018,6949.70,--,6951.52,6963.68,6882.57
05/23/2018,6953.63,--,6847.27,6954.70,6846.94
05/22/2018,6893.62,--,6934.70,6947.43,6883.75
05/21/2018,6905.53,--,6920.32,6948.27,6876.35
05/18/2018,6866.25,--,6876.65,6897.91,6857.58
05/17/2018,6901.63,--,6905.75,6952.98,6869.39
05/16/2018,6929.97,--,6892.89,6944.54,6891.65
05/15/2018,6888.54,--,6909.32,6912.04,6852.73
05/14/2018,6964.37,--,6977.35,7008.26,6954.64
05/11/2018,6952.56,--,6948.87,6969.30,6923.61
05/10/2018,6963.55,--,6909.18,6966.93,6906.77
05/09/2018,6893.21,--,6830.54,6895.93,6807.40
05/08/2018,6815.48,--,6813.91,6830.87,6770.30
05/07/2018,6821.87,--,6803.45,6846.46,6796.05
05/04/2018,6769.12,--,6618.70,6783.36,6612.39
05/03/2018,6643.48,--,6608.70,6667.29,6539.86
05/02/2018,6644.48,--,6694.52,6715.96,6637.96
05/01/2018,6681.96,--,6592.93,6685.41,6578.26
04/30/2018,6605.57,--,6669.44,6712.50,6593.60
04/27/2018,6656.35,--,6748.59,6750.78,6619.26
04/26/2018,6649.65,--,6606.61,6673.65,6579.12
04/25/2018,6513.94,--,6514.32,6540.76,6426.57
04/24/2018,6509.05,--,6680.88,6688.89,6464.74
04/23/2018,6648.80,--,6699.16,6721.65,6613.55
04/20/2018,6667.75,--,6754.67,6757.68,6642.83
04/19/2018,6774.89,--,6793.07,6815.04,6749.07
04/18/2018,6833.21,--,6824.58,6856.96,6788.32
04/17/2018,6816.37,--,6738.65,6834.31,6729.79
04/16/2018,6675.18,--,6675.92,6699.76,6633.08
04/13/2018,6628.34,--,6696.02,6703.31,6598.34
04/12/2018,6656.26,--,6627.32,6682.69,6618.81
04/11/2018,6583.44,--,6578.84,6650.29,6574.88
04/10/2018,6615.87,--,6585.52,6639.97,6534.89
04/09/2018,6472.34,--,6488.48,6604.26,6466.04
04/06/2018,6433.21,--,6514.48,6587.36,6402.03
04/05/2018,6594.84,--,6619.22,6632.21,6550.28
04/04/2018,6560.06,--,6326.54,6578.56,6326.54
04/03/2018,6458.83,--,6448.05,6485.27,6343.90
04/02/2018,6390.84,--,6528.23,6560.96,6322.60
03/29/2018,6581.13,--,6493.51,6640.76,6435.67
03/28/2018,6460.81,--,6488.02,6559.88,6410.04
03/27/2018,6529.84,--,6791.39,6793.50,6479.56
03/26/2018,6753.83,--,6644.40,6760.65,6538.79
03/23/2018,6508.09,--,6683.19,6708.58,6507.84
03/22/2018,6682.26,--,6763.94,6809.94,6679.35
03/21/2018,6853.45,--,6863.29,6930.70,6828.88
03/20/2018,6885.92,--,6871.09,6902.23,6845.85
03/19/2018,6864.88,--,6945.97,6949.02,6806.16
03/16/2018,7019.95,--,7058.12,7061.67,7011.69
03/15/2018,7030.97,--,7050.66,7075.55,7010.01
03/14/2018,7040.98,--,7077.85,7084.07,7012.57
03/13/2018,7046.51,--,7172.25,7186.09,7025.83
03/12/2018,7131.12,--,7122.47,7156.25,7108.04
03/09/2018,7101.18,--,7014.84,7101.31,7007.30
03/08/2018,6966.43,--,6955.85,6971.00,6931.35
03/07/2018,6929.39,--,6855.57,6935.48,6850.91
03/06/2018,6913.02,--,6919.79,6937.03,6872.06
03/05/2018,6881.28,--,6777.63,6901.63,6753.83
03/02/2018,6811.04,--,6661.91,6820.37,6645.03
03/01/2018,6750.54,--,6862.94,6892.38,6687.44
02/28/2018,6854.42,--,6945.20,6964.16,6854.42
02/27/2018,6900.35,--,6984.83,7003.13,6900.35
02/26/2018,6989.10,--,6933.82,6989.36,6927.46
02/23/2018,6896.60,--,6816.43,6897.53,6789.02
02/22/2018,6761.85,--,6793.08,6826.01,6744.05
02/21/2018,6759.26,--,6808.60,6879.47,6759.22
02/20/2018,6779.69,--,6742.15,6838.00,6740.48
02/16/2018,6770.66,--,6778.28,6840.60,6758.51
02/15/2018,6794.92,--,6734.34,6795.92,6665.92
02/14/2018,6675.03,--,6523.26,6684.15,6520.39
02/13/2018,6553.86,--,6482.77,6567.62,6478.41
02/12/2018,6523.85,--,6477.04,6565.28,6424.30
02/09/2018,6412.68,--,6395.16,6453.43,6164.43
02/08/2018,6306.10,--,6595.81,6606.05,6304.18
02/07/2018,6582.02,--,6632.98,6716.25,6581.38
02/06/2018,6665.98,--,6378.60,6673.41,6370.48
02/05/2018,6495.92,--,6687.47,6807.96,6495.39
02/02/2018,6760.29,--,6866.38,6889.07,6756.54
02/01/2018,6901.50,--,6910.57,6970.76,6879.02
01/31/2018,6949.99,--,6972.81,6983.61,6915.48
01/30/2018,6930.73,--,6910.39,6958.79,6894.63
01/29/2018,6988.32,--,7000.68,7020.64,6974.70
01/26/2018,7022.97,--,6956.66,7022.97,6941.48
01/25/2018,6916.30,--,6965.01,6967.60,6894.84
01/24/2018,6919.35,--,6975.38,6992.91,6880.68
01/23/2018,6963.46,--,6928.27,6969.40,6926.37
01/22/2018,6906.28,--,6829.55,6906.28,6822.85
01/19/2018,6834.33,--,6829.04,6843.24,6801.59
01/18/2018,6811.38,--,6804.59,6826.79,6784.72
01/17/2018,6810.28,--,6767.85,6820.04,6738.45
01/16/2018,6737.14,--,6807.85,6835.79,6719.11
01/12/2018,6758.54,--,6699.32,6763.98,6695.52
01/11/2018,6708.49,--,6675.69,6708.49,6664.74
01/10/2018,6662.66,--,6640.66,6663.51,6619.35
01/09/2018,6677.94,--,6692.87,6696.12,6658.27
01/08/2018,6676.63,--,6651.68,6680.32,6649.20
01/05/2018,6653.29,--,6613.12,6654.98,6605.03
01/04/2018,6584.58,--,6595.75,6603.17,6576.92
01/03/2018,6575.80,--,6520.03,6579.25,6519.26
01/02/2018,6511.34,--,6431.59,6513.02,6417.75
12/29/2017,6396.42,--,6439.90,6442.53,6396.42
12/28/2017,6441.42,--,6449.52,6452.07,6432.68
12/27/2017,6435.15,--,6437.06,6448.94,6425.92
12/26/2017,6433.16,--,6427.32,6438.24,6407.99
12/22/2017,6465.17,--,6462.55,6467.83,6449.00
12/21/2017,6472.69,--,6481.08,6501.52,6467.78
12/20/2017,6472.48,--,6504.55,6504.55,6447.93
12/19/2017,6480.67,--,6505.35,6510.87,6462.79
12/18/2017,6513.27,--,6504.89,6522.70,6495.18
12/15/2017,6466.32,--,6405.15,6470.92,6405.03
12/14/2017,6389.91,--,6407.25,6423.68,6386.25
12/13/2017,6394.67,--,6405.41,6416.83,6388.41
12/12/2017,6383.65,--,6389.47,6403.50,6371.69
12/11/2017,6393.89,--,6351.24,6394.43,6347.91
12/08/2017,6344.57,--,6364.60,6377.55,6335.23
12/07/2017,6316.28,--,6300.64,6333.29,6290.65
12/06/2017,6293.05,--,6243.72,6304.10,6234.22
12/05/2017,6265.11,--,6242.47,6337.06,6235.77
12/04/2017,6263.70,--,6380.68,6380.77,6256.81
12/01/2017,6337.87,--,6325.61,6365.30,6244.84
11/30/2017,6365.56,--,6337.34,6374.19,6321.43
11/29/2017,6311.37,--,6412.69,6412.69,6279.36
11/28/2017,6422.56,--,6419.48,6426.04,6385.32
11/27/2017,6405.97,--,6409.52,6420.21,6392.01
11/24/2017,6409.29,--,6393.33,6410.77,6389.40
11/22/2017,6386.12,--,6384.13,6391.16,6371.74
11/21/2017,6378.63,--,6336.91,6380.07,6336.26
11/20/2017,6308.61,--,6319.57,6324.59,6301.88
11/17/2017,6314.51,--,6343.64,6345.56,6308.48
11/16/2017,6339.14,--,6293.46,6352.47,6293.46
11/15/2017,6258.36,--,6261.27,6276.80,6227.99
11/14/2017,6293.64,--,6293.33,6300.46,6263.77
11/13/2017,6316.18,--,6286.01,6325.18,6285.97
11/10/2017,6309.07,--,6297.15,6313.17,6284.22
11/09/2017,6312.21,--,6295.29,6315.16,6248.29
11/08/2017,6345.81,--,6319.03,6346.98,6308.62
11/07/2017,6320.78,--,6314.69,6328.58,6299.53
11/06/2017,6313.61,--,6292.15,6318.58,6291.84
11/03/2017,6295.58,--,6266.19,6297.62,6237.65
11/02/2017,6236.39,--,6238.29,6243.74,6194.58
11/01/2017,6248.65,--,6274.26,6276.66,6224.58
10/31/2017,6248.56,--,6241.88,6258.42,6229.15
10/30/2017,6227.59,--,6209.80,6250.85,6202.53
10/27/2017,6213.47,--,6138.23,6223.51,6129.79
10/26/2017,6037.87,--,6056.05,6066.61,6035.95
10/25/2017,6055.04,--,6069.35,6087.58,6011.24
10/24/2017,6080.22,--,6078.02,6090.89,6057.69
10/23/2017,6067.83,--,6122.24,6122.24,6061.08
10/20/2017,6108.82,--,6114.46,6122.56,6102.16
10/19/2017,6092.62,--,6074.28,6092.87,6051.47
10/18/2017,6114.35,--,6128.91,6129.49,6106.85
10/17/2017,6122.61,--,6111.32,6122.82,6103.66
10/16/2017,6114.53,--,6108.66,6115.53,6095.63
10/13/2017,6092.45,--,6094.72,6100.06,6087.03
10/12/2017,6069.99,--,6072.21,6093.76,6063.47
10/11/2017,6081.25,--,6062.73,6082.25,6052.44
10/10/2017,6063.52,--,6078.27,6084.14,6036.72
10/09/2017,6058.53,--,6071.96,6078.80,6051.33
10/06/2017,6064.57,--,6037.44,6064.67,6037.02
10/05/2017,6057.14,--,6018.27,6059.21,6014.77
10/04/2017,5998.84,--,5983.31,6009.81,5976.12
10/03/2017,5995.06,--,5986.85,5999.19,5976.65
10/02/2017,5981.92,--,5988.96,6005.20,5955.83
09/29/2017,5979.30,--,5941.78,5980.22,5930.82
09/28/2017,5933.07,--,5920.65,5939.22,5908.62
09/27/2017,5937.79,--,5912.96,5957.75,5900.35
09/26/2017,5881.34,--,5893.18,5908.47,5862.99
09/25/2017,5867.35,--,5904.06,5908.57,5839.89
09/22/2017,5932.32,--,5912.19,5937.59,5911.48
09/21/2017,5934.91,--,5965.60,5965.60,5915.74
09/20/2017,5973.60,--,5987.72,5994.53,5927.70
09/19/2017,5991.08,--,5991.93,5998.24,5971.17
09/18/2017,5981.12,--,5997.51,6012.95,5963.17
09/15/2017,5988.00,--,5965.66,6009.44,5957.85
09/14/2017,5968.82,--,5981.85,5997.23,5965.06
09/13/2017,6004.38,--,5982.85,6004.47,5974.88
09/12/2017,5995.64,--,5998.74,6002.97,5968.09
09/11/2017,5980.53,--,5962.35,5990.87,5960.87
09/08/2017,5913.37,--,5957.19,5958.81,5907.96
09/07/2017,5964.31,--,5960.44,5980.15,5943.89
09/06/2017,5951.13,--,5949.54,5964.38,5909.92
09/05/2017,5932.73,--,5966.64,5980.91,5890.25
09/01/2017,5987.90,--,6001.82,6009.61,5972.27
08/31/2017,5988.60,--,5948.74,5995.45,5945.95
08/30/2017,5932.90,--,5870.88,5940.57,5865.34
08/29/2017,5862.14,--,5785.29,5871.79,5785.22
08/28/2017,5838.08,--,5839.27,5852.80,5821.87
08/25/2017,5822.53,--,5854.31,5870.47,5815.60
08/24/2017,5834.44,--,5863.99,5871.87,5802.77
08/23/2017,5851.78,--,5842.16,5864.78,5840.71
08/22/2017,5873.33,--,5817.29,5879.00,5817.02
08/21/2017,5786.54,--,5791.04,5804.30,5750.50
08/18/2017,5790.91,--,5803.90,5831.08,5770.14
08/17/2017,5796.32,--,5896.31,5903.87,5796.32
08/16/2017,5917.42,--,5920.68,5944.98,5899.56
08/15/2017,5907.73,--,5917.29,5919.75,5893.85
08/14/2017,5908.17,--,5878.64,5916.33,5878.00
08/11/2017,5831.53,--,5792.32,5844.61,5785.26
08/10/2017,5788.19,--,5880.13,5887.27,5783.36
08/09/2017,5919.39,--,5879.55,5920.96,5866.17
08/08/2017,5926.35,--,5922.64,5972.93,5910.50
08/07/2017,5934.73,--,5909.45,5936.79,5903.75
08/04/2017,5899.91,--,5899.69,5912.56,5877.06
08/03/2017,5891.20,--,5915.73,5917.47,5879.72
08/02/2017,5914.23,--,5934.07,5936.15,5859.62
08/01/2017,5895.17,--,5900.64,5905.29,5880.45
07/31/2017,5880.33,--,5928.68,5932.37,5871.79
07/28/2017,5908.92,--,5883.70,5918.31,5868.92
07/27/2017,5917.03,--,5994.02,5995.77,5847.05
07/26/2017,5950.73,--,5944.16,5954.38,5939.17
07/25/2017,5930.65,--,5927.10,5945.06,5916.29
07/24/2017,5941.37,--,5920.93,5950.58,5912.74
07/21/2017,5921.52,--,5905.60,5921.52,5890.25
07/20/2017,5921.22,--,5929.58,5932.61,5896.61
07/19/2017,5916.16,--,5898.40,5922.37,5895.54
07/18/2017,5880.10,--,5832.92,5880.55,5818.20
07/17/2017,5839.74,--,5845.82,5860.64,5830.25
07/14/2017,5838.08,--,5815.04,5844.80,5799.85
07/13/2017,5793.36,--,5785.32,5806.18,5776.62
07/12/2017,5778.95,--,5757.20,5785.00,5749.65
07/11/2017,5709.80,--,5687.03,5717.91,5667.27
07/10/2017,5694.15,--,5662.71,5708.62,5650.26
07/07/2017,5656.47,--,5618.85,5673.02,5618.85
07/06/2017,5597.90,--,5606.42,5628.84,5579.64
